Issue Number,Title,State,Comments,Created At,Closed At
58,Makefile: rework repo creation target,closed,0,2011-08-24,2013-10-25
1276,Native support for PEP 393 (new unicode object structure),closed,2,2011-08-23,2013-01-26
1275,generator expression function does not follow signature changes,closed,5,2011-08-22,2011-09-11
57,update to wrapping c++ documentation,closed,0,2011-08-22,2011-08-22
1274,Decorated methods in cdef classes should be ordinary functions,open,4,2011-08-22,N/A
1273,Merge Entry.utility_code_definitions and Entry.utility_code,open,0,2011-08-22,N/A
1272,Passing duplicate keyword arguments does not raise a TypeError,closed,4,2011-08-21,2011-10-13
56,Acquire the GIL to build the traceback in nogil functions,closed,0,2011-08-20,2011-08-21
55,report filenames relative to the current directory or as absolute paths i,closed,4,2011-08-17,2011-08-30
1271,Allow staticmethod and classmethod decorators for cdef methods.,open,1,2011-08-17,N/A
54,use absolute filenames when reporting errors,closed,1,2011-08-16,2011-08-17
1270,Compiler crash while analysing generator expression,closed,7,2011-08-16,2011-09-01
1269,"Misleading warnings: ""local variable referenced before assignment""",open,11,2011-08-15,N/A
1268,Document importance of PyEval_EvalInitThreads(),closed,2,2011-08-15,2012-01-27
1267,Bug in SequenceNode.generate_generic_parallel_unpacking_code,closed,2,2011-08-14,2011-08-15
1266,changing locals() does not change the locals,closed,1,2011-08-13,2011-09-27
1265,Maintaining error testcases is a bit inconvenient,open,1,2011-08-11,N/A
53,Modern Command Line interface for Cython,closed,4,2011-08-11,2017-09-01
52,Modern Command Line interface for Cython,closed,0,2011-08-10,2011-08-11
51,Modern command line interpreter for Cython,closed,5,2011-08-10,2011-08-10
1436,"ValueError: ... has the wrong size, try recompiling",open,2,2011-08-09,N/A
1435,New style setup.py causes infinite loop if __init__.py is present,closed,7,2011-08-09,2011-08-31
50,Silence warning about unused args,closed,0,2011-08-04,2011-08-05
49,Avoid dramatic changes in the resulting .c file when the input .pyx file changes only slightly.,closed,5,2011-08-02,2013-09-07
1264,dict iteration fails for literals and non-trivial expressions,closed,2,2011-07-31,2011-07-31
1263,C++ operator() oddness,open,0,2011-07-30,N/A
1262,Enable line tracing for Cython code,closed,2,2011-07-29,2013-05-08
1261,Unused Function Parameters trigger GCC warning,closed,4,2011-07-25,2011-08-10
48,Make __pyx_PyComplex_FromComplex a function,closed,2,2011-07-22,2011-07-23
47,BUG pyximport had no docstring,closed,0,2011-07-22,2011-07-23
46,"Add .so files to .gitignore, globally",closed,0,2011-07-22,2011-07-22
1260,Allow cimporting from pyx files,closed,2,2011-07-21,2011-07-21
1259,eliminate the need for forward declarations,closed,3,2011-07-21,2011-07-21
1258,explicit cast gets lost in C code,closed,5,2011-07-19,2011-08-10
45,Add support for cpdef enum,closed,3,2011-07-18,2014-07-11
44,Cython Utility Code,closed,4,2011-07-18,2011-07-19
43,Add posix.ioctl pxd,closed,0,2011-07-17,2011-07-21
42,Refactored pipeline construction to Pipeline.py,closed,3,2011-07-11,2011-07-12
41,runtests.py: Add support for ccache,closed,0,2011-07-06,2011-07-07
40,Add strerror to string.pxd,closed,1,2011-07-05,2011-07-05
39,Fine-grained handling of C++ exceptions,closed,8,2011-06-29,2011-06-30
1257,"Support generator delegation syntax (""yield from"", PEP 380)",closed,5,2011-06-27,2012-05-09
38,CyFunction,closed,1,2011-06-21,2011-08-13
1256,Missing Declarations from Generated Header File,open,0,2011-06-06,N/A
37,Control flow fixes,closed,0,2011-05-29,2011-05-29
36, control flow,closed,4,2011-05-25,2011-05-28
35,Initial startswith / endswith optimization,closed,4,2011-05-25,2011-05-30
34,OpenMP exceptions,closed,24,2011-05-25,2011-07-18
33,Fused cdef,closed,4,2011-05-25,2011-09-11
1255,Optimise abs(double) and abs(int),closed,4,2011-05-22,2011-08-18
1254,Optimise reversed(),closed,1,2011-05-14,2011-05-14
1253,Implement no-args super() (Py3 feature),closed,4,2011-05-13,2011-11-06
32,Unreachable fix,closed,0,2011-05-06,2011-05-06
31,Clean up the declaration of constants in numpy.pxd.,closed,1,2011-05-05,2011-05-05
30,Openmp,closed,8,2011-05-05,2011-05-25
1252,dict resizing during iteration fails to raise an exception,closed,2,2011-05-05,2011-05-05
1251,dict iteration crashes on empty dict,closed,1,2011-05-05,2011-05-05
29,Unreachable code,closed,1,2011-05-04,2011-05-05
28,Openmp,closed,6,2011-05-04,2011-05-04
1250,Converting a complex C type as return value evaluates the function call twice,closed,5,2011-04-30,2011-07-23
1249,tuple unpacking in function argument list,open,1,2011-04-29,N/A
27,Remove tabs,closed,1,2011-04-27,2011-04-29
1248,globals may be builtins if conditionally imported/defined,open,0,2011-04-27,N/A
1247,allow illegal Python module names when embedding,open,0,2011-04-27,N/A
1041,cimported function pointers,open,1,2011-04-21,N/A
26,libcpp.string,closed,2,2011-04-20,2011-04-20
25,Generators fix,closed,1,2011-04-17,2011-04-29
1246,incorrect return values of optimised builtin functions/methods,closed,3,2011-04-16,2011-04-17
1245,Wrapping Child classes of base class without default constructor fails,open,0,2011-04-16,N/A
1244,allow platform specific usage of builtins,closed,2,2011-04-16,2011-04-21
24,Fixes missing code in User's Guide Tutorial.,closed,1,2011-04-14,2011-04-16
1243,Implement no-arg dir(),closed,1,2011-04-13,2011-04-13
1242,del in class scope,closed,3,2011-04-13,2011-04-13
1241,Cannot override builtin functions as cpdef,closed,1,2011-04-13,2011-04-13
1240,Compiler crash in auto_cpdef redefinition,closed,2,2011-04-13,2011-04-13
23,Werror,closed,1,2011-04-13,2011-04-16
1037,Message system refactoring,open,0,2011-04-13,N/A
1239,Bug in cimported recursively defined structs,open,0,2011-04-09,N/A
22,Doc typo fixes,closed,1,2011-04-08,2011-04-12
1238,"boundscheck(False) implies wraparound(False) for lists, tuples",open,0,2011-04-07,N/A
21,Resolve the current Cython compiling fail due to the T477 fix,closed,1,2011-04-07,2011-04-07
20,Untitled,closed,0,2011-04-02,2011-05-02
19,[Doc] Compiler directives added to docs,closed,1,2011-04-02,2011-04-08
1237,'restrict' and 'readonly' argument to buffers,open,2,2011-04-02,N/A
1236,Confusing warning for cdef class fields,closed,2,2011-04-02,2011-04-02
1235,Incorrect C integer arithmetic type analysis,closed,4,2011-04-02,2013-01-26
18,Tutorial about Numpy moved from User's Guide section to Tutorial,closed,1,2011-04-02,2011-04-02
1234,'by' not allowed as variable name,closed,2,2011-04-02,2011-04-13
17,Allow alignment characters in the middle of buffer format strings,closed,1,2011-04-02,2011-04-16
16,decorators for pure Python mode,closed,1,2011-04-02,2011-05-18
15,Improved the Shadow module,closed,1,2011-04-02,2011-04-02
1233,Default arguments in closure don't work,closed,3,2011-04-01,2011-12-23
14,T477 @cython.locals() don't propagate to function signature,closed,1,2011-04-01,2011-04-01
13,T542 relative import,closed,3,2011-04-01,2011-04-16
12,T423 explicit execption chaining,closed,0,2011-04-01,2011-04-26
1232,Bound methods of cdef classes acts differently from normal classes (with f2py?),open,2,2011-03-30,N/A
11,SCons dependency tracking support,closed,4,2011-03-28,2015-04-23
1231,compiler crash in redefinition,closed,3,2011-03-26,2011-09-27
10,Make cython-mode work with builtin python package,closed,1,2011-03-25,2011-04-02
1230,Assignments can use the wrong scope for RHS lookups in class scopes,closed,5,2011-03-20,2011-09-11
1229,Bug in closures,closed,1,2011-03-17,2011-09-27
1228,Dissallow assignment of vtab functions,closed,1,2011-03-17,2021-04-24
9,Ticket 668,closed,2,2011-03-09,2011-04-01
1227,Sequence inside DEL statement isn't supported,closed,1,2011-03-09,2011-04-01
1226,"linking not done using g++ when language specified as ""C++"" (not ""c++"")",open,1,2011-03-06,N/A
1225,compiler crash on nested templates,closed,1,2011-03-06,2022-03-25
1224,Compiler crash on if(!x),closed,1,2011-03-06,2011-08-13
8,Add support for numpy arrays with fixed string?,open,1,2011-03-03,N/A
7,Ticket 664,closed,1,2011-03-03,2011-03-03
1223,Starred target bug,closed,3,2011-03-03,2011-03-03
1222,Bad type inference for sliced struct loops,closed,2,2011-03-03,2011-03-03
1221,Optimise Python's math functions when used on C values,closed,2,2011-02-18,2018-11-18
1220,Allow embed paramater to take a method name.,closed,2,2011-02-17,2011-02-17
1219,Buffers not allowable as closure variables.,open,1,2011-02-17,N/A
1218,Support for nested types/enums in C++ classes,open,0,2011-02-11,N/A
1217,Errors during argument unpacking of closure functions can crash,closed,3,2011-02-05,2011-02-05
1216,Warn on version missmatch,closed,3,2011-02-02,2011-02-19
1215,Implement native Py_UCS4 support,closed,1,2011-01-29,2011-01-29
6,Generator support,closed,2,2011-01-27,2011-04-02
1214,Add flag for Makefile dependency rules generation,closed,9,2011-01-26,2022-01-14
1213,Out of order side effects of non-trivial arguments in function calls,closed,10,2011-01-26,2011-04-02
1212,Optimised builtin methods generate broken C code for subtypes,closed,3,2011-01-25,2011-08-10
1211,Cython should silently ignore nogil functions for profiling,closed,2,2011-01-25,2011-04-02
1210,'with' statement is slow in the exception case,closed,2,2011-01-22,2011-04-24
1209,"transform ""raise MemoryError"" into ""PyErr_NoMemory()""",closed,4,2011-01-19,2011-01-22
1208,Raise compile time erorrs for decorators at unsupported places,closed,2,2011-01-17,2011-01-17
1207,Support decorators on special methods of cdef classes,open,1,2011-01-17,N/A
1206,Parser crashes on invalid string escape sequences,closed,2,2011-01-15,2011-01-15
1205,[PATCH] add 'no-c-in-traceback' option for cython,closed,3,2011-01-14,2011-01-17
1204,debugger tests too verbose,closed,2,2011-01-14,2011-04-02
1203,full type inference incorrectly infers known method types of builtins,closed,2,2011-01-13,2011-01-13
1202,full type inference incorrectly infers C function types,closed,2,2011-01-13,2011-01-13
1201,Closure support in gdb debugger,closed,6,2011-01-13,2011-01-17
1200,raw string parsing of 'escaped' quotes,closed,3,2011-01-12,2011-01-12
1199,MSVC work-around can break string content,closed,2,2011-01-11,2011-01-12
1198,Functions don't support attribute assignment,closed,3,2011-01-10,2013-10-02
1197,Error in index type inference.,closed,2,2011-01-08,2011-01-08
1196,__Pyx_GetVtable() has strict aliasing issues,closed,2,2010-12-30,2010-12-30
1195,Cython calls PySequence_GetSlice instead of PyObject_GetItem,closed,5,2010-12-30,2013-03-16
1194,generated code position comments should use relative file paths,closed,2,2010-12-29,2010-12-29
5,runtests.py: Pyregr,closed,1,2010-12-29,2011-01-14
4,Closure debugger support,closed,11,2010-12-28,2011-01-14
1193,with statement results in wrong locations for error messages,closed,4,2010-12-27,2011-04-24
1192,Crash when deleting non-owned references passed as C function arguments,closed,5,2010-12-25,2010-12-26
1191,various isinstance bugs,closed,2,2010-12-21,2010-12-21
1190,Segfault due to bad DECREF,closed,3,2010-12-17,2010-12-19
1189,Fix Cython to work with Numpy 1.5.1,closed,1,2010-12-14,2011-04-16
1188,cython module dependency analysis,closed,2,2010-12-12,2010-12-12
1187,inline/compile operator,closed,3,2010-12-12,2010-12-12
1186,'in' and 'not in' operators on C array/ptr slices,closed,2,2010-12-12,2010-12-12
1185,complex powers,closed,1,2010-12-12,2010-12-12
1184,"pow(float, -) broken in MSVC",closed,1,2010-12-12,2010-12-12
1183,"end-to-end build test infrastructure, source trees",closed,1,2010-12-12,2010-12-12
1182,"Support ""internal"" extension classes that do not get exported by the module",closed,2,2010-12-05,2010-12-05
1181,be more selective about adding docstrings to __test__,closed,2,2010-12-04,2010-12-04
1180,Support nogil in pure Python mode,closed,1,2010-12-04,2010-12-04
1179,Support next() in Python 2.x,closed,1,2010-12-04,2010-12-04
1178,Integer literals are not handled correctly per Python language level,closed,2,2010-12-04,2010-12-04
1177,List comprehensions do not work as conditions in if statements,closed,1,2010-12-04,2010-12-04
1176,Cache constant tuples,closed,1,2010-12-04,2010-12-04
1175,Implement sorted(genexpr),closed,4,2010-12-04,2015-08-22
1174,subsequent Cython runs can fail to detect errors after a compile error in one run,closed,1,2010-12-04,2010-12-04
1173,Constant folding fails for math on bool values,closed,1,2010-12-04,2010-12-04
1172,the right side of parallel assignments is evaluated in reverse order,closed,2,2010-12-04,2010-12-04
1171,sum(genexpr) can crash for some types of iteration,closed,1,2010-12-04,2010-12-04
1170,"typing a variable as builtin ""slice"" is broken",closed,2,2010-12-04,2010-12-04
1169,Compiler crash on --no-docstrings,closed,3,2010-12-04,2010-12-05
1168,"Replace Python's builtin ""complex"" type by the corresponding C complex type",closed,1,2010-12-04,2010-12-04
1167,Support extension type inheritance from builtin types,closed,3,2010-12-04,2010-12-04
3,Stop on the first error,closed,0,2010-12-04,2010-12-04
2,libc.math implemented,closed,1,2010-12-04,2010-12-05
1166,Support accessing CPython's inner struct fields on builtin objects,closed,2,2010-12-03,2010-12-04
1165,references in scoped expressions (comprehensions/genexprs) are freed too late,closed,2,2010-11-30,2010-12-01
1164,Lamba support in class scope and cclass scope.,closed,5,2010-11-29,2010-12-03
1163,"""from ... import *"" has refcounting issues",closed,2,2010-11-28,2010-11-28
1162,Support lambda in module scope,closed,2,2010-11-27,2010-11-27
1161,negative indexing into bytes objects can generate incorrect C code,closed,3,2010-11-26,2011-01-04
1160,Clean up node juggling during code generation in ForFromStatNode,open,1,2010-11-25,N/A
1159,Evaluation of iterables in generator expressions uses wrong scope,closed,12,2010-11-25,2022-08-08
1158,Closure optimization,closed,2,2010-11-25,2010-11-25
1157,generator expressions do not work in closures,closed,3,2010-11-24,2010-11-25
1,Pull request for the Cython Debugger addition ,closed,22,2010-11-24,2010-12-10
1156,NumPy + Cython + Python 3 = compiler crash,closed,2,2010-11-22,2011-02-25
1155,Closures for class methods and nested classes,closed,7,2010-11-17,2010-11-21
1154,Bug in with/in transforms.,closed,2,2010-11-17,2011-09-27
1153,Compiler crash on import before cimport,open,0,2010-11-13,N/A
1152,Decorators implementation,closed,7,2010-11-13,2011-08-13
1151,Large integer literals/constants can generate invalid C code,closed,2,2010-11-12,2010-11-18
1150,Inline operators don't respect cdivision pragma.,closed,3,2010-11-08,2010-12-12
1149,dict.keys/values/items() return lists in -3 mode,closed,3,2010-11-08,2013-03-17
1148,optimised builtin methods are not assignable as bound methods,closed,2,2010-11-07,2010-11-08
1147,Octal integers do not work as Python integers,closed,2,2010-11-02,2010-11-02
1146,Support __metaclass__ in Python classes,closed,9,2010-11-01,2010-11-18
1145,"Support ""final"" methods in non-final cdef classes",closed,7,2010-10-30,2011-09-11
1144,"Support ""final"" cdef classes",closed,3,2010-10-30,2010-10-30
1143,"Bind names of module level Python functions at definition time, not globally",closed,3,2010-10-27,2011-09-27
1142,"Wrong C code generated (cdef class < cdef class inheritance, cpdef methods, pure python mode)",closed,6,2010-10-19,2010-11-08
1141,"comparison operators on char* literals should compare strings, not pointers",open,8,2010-10-09,N/A
1140,bad reference type coercion,closed,2,2010-10-05,2010-10-05
1139,Buffer code aborts on first error,open,0,2010-10-03,N/A
1138,compiler crash on invalid buffer type,closed,2,2010-10-03,2010-10-03
1137,crash in Py3 with non-sliceable slices,closed,5,2010-09-09,2010-11-01
952,Compiler crash in pointer slicing iteration,closed,3,2010-09-07,2010-09-11
1136,'str' should be an alias for 'unicode' in Python 3 code,closed,3,2010-09-04,2010-12-16
1135,Python 3 inferred unicode literals cannot coerce to char*,closed,3,2010-09-04,2010-09-04
1134,unoptimised C array iteration can generate non-functional code,closed,2,2010-09-03,2010-09-03
1133,Mismatched c ptr types warning in closures when using cdef classes,closed,2,2010-09-02,2021-04-24
1132,study alternatives to PyType_IsSubtype,closed,6,2010-08-26,2010-10-30
1131,Methods overridden in Builtin.py fail to test for None,closed,2,2010-08-26,2010-11-07
1130,Bad parsing for operator identifier.,open,2,2010-08-26,N/A
1129,New special method code breaks __getattr__ and module initialisation,closed,3,2010-08-15,2010-09-27
1128,Restore special method docstrings.,closed,1,2010-08-15,2010-08-15
1127,super doesn't work with cpdef methods,closed,5,2010-08-13,2020-03-15
1126,Code generated for __getslice__ fails to build in Py3,closed,3,2010-08-12,2010-08-12
1125,Enable/disable optimizations,open,1,2010-07-31,N/A
1124,refcount bug in isinstance optimization,closed,5,2010-07-31,2010-08-10
1123,"""make repo"" is broken",closed,3,2010-07-29,2010-12-12
1122,__ipow__ method must ignore its third argument,closed,4,2010-07-27,2011-02-25
1121,major performance bug with special functions,closed,7,2010-07-27,2010-09-27
1120,Distutils changes: make .c readonly & abort on errors,open,0,2010-07-23,N/A
1119,<void *> [] is not caught by Cython but by gcc,closed,6,2010-07-19,2010-12-12
1118,Break up Cython/Includes directory into submodules.,closed,1,2010-07-18,2010-07-18
1117,Install Include/Deprecated directory.,closed,2,2010-07-18,2010-07-18
1116,Disable closures in cdef functions (for now),closed,1,2010-07-18,2010-07-18
1115,"Documentation bug in ""Using C Libraries""",closed,2,2010-07-08,2010-07-18
1114,Closures generated from cdef functions have issues,closed,5,2010-07-07,2012-04-21
1113,Make inferring Python str type unsafe,closed,5,2010-07-07,2010-09-27
1112,Unable to use templated class as base class in C++ inheritance,open,0,2010-07-05,N/A
1111,Cython does not allow ctypedef'ing templated types,closed,6,2010-07-05,2011-10-20
1110,Cython can generate incorrect c++ code when a function uses a reference argument,closed,3,2010-07-05,2010-12-12
1109,Compiler crash when a template argument is a non-declared object,closed,2,2010-07-05,2010-07-18
1108,Wrong code generated for type-casting to C++ reference,closed,1,2010-07-01,2022-03-25
1107,Cython crashes compiling source files from pathnames with non-platform encodings,closed,2,2010-06-30,2010-07-17
1106,"range(a,b,c) not optimized for (at compile time) unknown step value",open,13,2010-06-24,N/A
1105,Compiler crash with C++ templates/buffers,open,0,2010-06-21,N/A
1104,FlattenInListTransform breaks code with side-effects,closed,3,2010-06-15,2010-06-15
1103,cython-closures has Py3 issues,closed,3,2010-06-14,2010-07-17
1102,Support for relative import,closed,3,2010-06-07,2013-10-02
1101,Exception catching semantic change in Python 3,closed,7,2010-06-07,2013-01-26
1100,-3 compiler switch to enable Python 3 syntax/semantics,closed,1,2010-05-31,2010-05-31
1099,range function regression,closed,2,2010-05-31,2010-05-31
1098,Various issues with integer literals.,closed,2,2010-05-27,2010-05-27
1097,Closure inner function name conflict,closed,2,2010-05-25,2010-11-21
1096,with statements crashes Cython in module scope,closed,6,2010-05-15,2011-04-23
1095,Optimise indexed unicode character comparisons (ustring[0] == u'a'),closed,2,2010-05-12,2010-05-12
1094,Optimise any(genexpr) and all(genexp),closed,4,2010-05-09,2015-08-22
1093,reference leak when 'continue' appear in a loop's 'else' branch,closed,2,2010-05-08,2010-05-09
1092,Constant folding can lead to incorrect results in conditions,closed,1,2010-04-27,2010-04-27
1091,"Implement ""char_val in b'abcdefg'"" and ""py_unicode_val in u'abcdefg'"" efficiently",closed,4,2010-04-19,2010-04-20
1090,Efficient Py_UNICODE iteration over unicode strings,closed,2,2010-04-19,2010-04-19
1089,Support Py_UNICODE and coercion from 1-character unicode literals,closed,2,2010-04-19,2010-04-19
1088,x.conjugate() not available in nogil mode,closed,2,2010-04-16,2010-12-12
1087,Fix for annotation including external .pxd code,closed,2,2010-04-12,2010-04-12
1086,Error testing for overridden methods,open,2,2010-04-09,N/A
1085,Floating point constants not preserved perfectly to C source,closed,5,2010-04-08,2010-05-12
1084,C++ Wrapper Error: C++ code generation Error,closed,3,2010-04-08,2010-04-09
1083,Compiler crash in C++ declarations,closed,6,2010-04-07,2011-02-19
1082,Decorator directives does not work with c(p)def functions,closed,3,2010-04-02,2012-04-21
1081,"Optimise various ""unicode"" type methods",closed,1,2010-03-21,2010-03-21
1080,Cython can't parse source files with DOS line endings correctly,closed,2,2010-03-20,2010-03-20
1079,Python 3 except clauses,closed,2,2010-03-13,2010-03-13
1078,casting to typedef pointer/array types,closed,2,2010-03-10,2010-03-10
1077,remove dependency on structmember.h,closed,2,2010-03-10,2010-03-11
1076,from __future__ import print_function (Py2.6+ only),closed,1,2010-03-10,2010-03-10
1075,Support 'print >> stream',closed,2,2010-03-09,2010-03-09
1074,Buffers: Some forms of C/Fortran contiguous buffers not acquired,open,3,2010-03-08,N/A
1073,Infer return types of cdef functions,open,2,2010-03-06,N/A
1072,parser bug for mismatches in function arguments with default value,open,3,2010-03-04,N/A
1071,Inline functions  in pxd files get wrong directives,closed,1,2010-03-01,2020-08-24
1070,Uncompileable C code when combining & with buffer [],open,1,2010-02-23,N/A
1069,Error for local/cclass reference variables,open,2,2010-02-21,N/A
1068,__test__ dictionary may not created for modules with pxd files,closed,1,2010-02-20,2010-02-20
1067,for-in loop over any C array type,closed,2,2010-02-11,2010-02-11
1066,doctest failure in cpp_classes.pyx,closed,5,2010-02-09,2010-07-18
1065,"""cimport cython"" broken in latest cython-devel",closed,5,2010-02-08,2010-03-05
1064,Dissallow C++ classes as stack/module level variables,closed,2,2010-02-04,2010-02-04
1063,Dissallow C++ classes as cdef class members,closed,2,2010-02-04,2010-02-04
1062,Tests fail on ppc,closed,3,2010-02-03,2010-07-18
1061,cython.operators module,closed,2,2010-02-02,2010-07-18
1060,Hex compile time constants,closed,1,2010-02-02,2010-03-06
1059,complex numpy arithmatic,open,1,2010-02-02,N/A
1058,Support for borrowed references,open,0,2010-02-01,N/A
1057,Improve Cython __test__ dict implementation,closed,2,2010-01-31,2010-12-03
1056,Cython complex numbers fail on Solaris with GCC,closed,1,2010-01-31,2010-01-31
1055,demo for library linking,closed,1,2010-01-31,2010-01-31
1054,Cython functions not bound as methods,closed,8,2010-01-29,2012-12-16
909,Support Py3 octal/binary number notations,closed,2,2010-01-28,2010-01-28
1053,Support for Py3 function annotations,closed,7,2010-01-28,2013-03-29
1052,Implement generator expressions,closed,7,2010-01-28,2011-11-28
1051,Py3 syntax: support 'nonlocal' scope,closed,4,2010-01-28,2010-12-16
1050,Redefinition of Python functions,closed,6,2010-01-28,2011-08-13
1049,Py3 syntax: Ellipsis ('...'),closed,3,2010-01-28,2011-03-31
1048,Py3 syntax: 'with' statment with multiple managers,closed,3,2010-01-28,2011-03-31
1047,less strict size checking for external types,closed,1,2010-01-26,2010-01-26
1046,"optimized float() call, avoiding python if input is C numeric",closed,1,2010-01-26,2010-01-26
1045,boundscheck directive should work for lists and tuples as well as buffers,closed,2,2010-01-26,2010-01-26
1044,There should be a mode to see what the type inferencer infers,closed,1,2010-01-26,2010-01-26
1043,Rename INLINE to CYTHON_INLINE,closed,1,2010-01-26,2010-01-26
1042,protect definition of INLINE and fix for MSVC,closed,2,2010-01-26,2010-01-26
1040,Compiler crash using float() as cast,closed,3,2010-01-24,2010-01-24
1039,more flexible directives,closed,2,2010-01-21,2010-01-22
900,Cython closures not bound as methods,closed,3,2010-01-21,2010-01-31
1038,@cython.locals() don't propagate to cdef function signature,open,6,2010-01-20,N/A
1036,xrange() is not supported in Py3,closed,2,2010-01-13,2010-01-13
1035,__file__ variable not available in module init,closed,4,2010-01-08,2017-09-05
1034,support non-overridable 'inline' methods,closed,9,2010-01-07,2011-09-11
1033,cython 0.12 bug for microsoft visual studio 2008 compiler,closed,5,2010-01-06,2010-01-30
1032,"builtins caching happens too early, before the optimisation phase",open,1,2009-12-29,N/A
1031,Allow public enum type fields for cdef classes,open,0,2009-12-27,N/A
1030,"In Py>=2.6, kwargs can be general mappings",closed,4,2009-12-27,2010-01-14
1029,Dependency graph for output of types and utility code,open,3,2009-12-14,N/A
889,Add note about numpy.get_include to the docs.,open,1,2009-12-12,N/A
1028,cascaded assignments mixed with complete sequence assignments have side-effects,closed,4,2009-12-11,2010-03-06
1027,cascaded list unpacking into typed targets crashes,closed,3,2009-12-09,2009-12-11
1026,fix scoping for comprehensions and generator expressions,closed,3,2009-12-06,2010-05-27
1025,Internal compiler error: EvalWithTempExprNode.infer_type not implemented,closed,1,2009-12-05,2009-12-05
1024,cython.typeof() does not work on expressions,closed,1,2009-12-05,2009-12-05
1023,method(*args) fails to compile in cdef classes,closed,2,2009-12-05,2009-12-05
1022,Redeclared builtin types break type inference,closed,2,2009-12-04,2009-12-04
1021,Always type-infer floating point types,closed,2,2009-12-03,2010-03-06
1020,"Better support for writing var args functions. (va_start, va_arg, etc.)",open,3,2009-12-03,N/A
1019,Remove .hg repo from sdist,closed,1,2009-11-22,2009-11-22
1018,decorator directives don't propagate through the environment,closed,1,2009-11-21,2009-11-22
1017,Reduce overhead on Python-free 'finally' blocks,closed,1,2009-11-17,2009-11-26
1016,implementation of 'not in' is broken,closed,1,2009-11-11,2009-11-11
1015,@classmethod implementation leaves first argument with incorrect type,closed,3,2009-11-11,2009-11-27
1014,easier eggification,closed,1,2009-11-11,2009-11-11
1013,embedding test fails in OS X 10.6,open,1,2009-11-11,N/A
1012,Missing cast for numpy array slicing in C++ Mode,open,1,2009-11-06,N/A
1011,Different float string representations on Windows,closed,2,2009-11-06,2009-11-11
1010,fix or disable forking for tests,closed,2,2009-11-05,2009-11-17
1009,add embedding to the test suite,closed,2,2009-11-05,2009-11-05
1008,Optimize list.pop(),closed,1,2009-11-05,2009-11-05
1007,non-floating point complex support,closed,2,2009-11-03,2009-11-05
1006,Explicit conversion to complex numbers,closed,3,2009-11-02,2010-01-31
1005,"When no buffers are assigned to, utility code is missing",closed,2,2009-11-02,2009-11-02
1004,Replace PY_NEW() hack by a an internal optimisation,closed,3,2009-10-31,2009-10-31
1003,enumerate optimization broken for non-object target,closed,3,2009-10-29,2009-10-29
1002,Coercing float typedef to complex creates erronous C code,closed,3,2009-10-28,2009-11-03
860,Syntax highlighting for KATE,closed,1,2009-10-28,2009-10-28
1001,freeze and --embed fixes for Py3,closed,1,2009-10-28,2009-10-28
1000,Drop ref-counting for list index access,open,2,2009-10-27,N/A
999,"Efficiently support ""for c in c_charptr[:300]""",closed,2,2009-10-27,2009-10-27
998,"Efficiently support ""char*.decode()""",closed,4,2009-10-25,2009-11-28
997,in-place division is broken in Py3.1,closed,2,2009-10-22,2009-10-22
996,main() function generated by --embed doesn't compile in Py3,closed,1,2009-10-22,2009-10-28
995,Python classes defining __slots__ should automatically compile to extension classes,open,2,2009-10-22,N/A
994,intern() doesn't handle char* properly,open,1,2009-10-22,N/A
845,intern doesn't work for python strings,closed,4,2009-10-22,2009-10-22
993,locals() doesn't always work inside of expressions,closed,2,2009-10-21,2009-10-21
992,locals() cannot be overridden,closed,2,2009-10-21,2009-10-21
991,cython-closures branch has ref-counting issues,closed,2,2009-10-21,2010-02-04
990,error in exception c++ propagation,closed,3,2009-10-20,2009-10-22
989,Split parallel assignments into optimisable subsets,open,0,2009-10-19,N/A
988,Drop redundant ref-counting on parallel swap assignments,closed,4,2009-10-19,2009-10-28
987,'buffer' test crashes in Py3.1.1,closed,6,2009-10-18,2009-10-23
986,Support explicit exception chaining syntax (PEP 3134),open,2,2009-10-18,N/A
985,bug in setting __module__,closed,8,2009-10-17,2011-03-31
984,"docstrings on ""__nonzero__()"" method break module-init code in Py3.1",closed,5,2009-10-17,2009-11-05
983,numpy.pxd: add NPY_UINT64 and family,closed,3,2009-10-16,2009-10-23
982,numpy.pxd has typo: PyArray_ISISCONTIGUOUS,closed,5,2009-10-16,2009-10-23
981,Wrong error message for missing cimport,closed,1,2009-10-16,2009-10-16
980,extension type cast should reject None,closed,3,2009-10-16,2009-10-23
979,Declarations in Cython/Includes/ need a cleanup,closed,3,2009-10-15,2009-10-23
978,boolean and/or disobey Python semantics,closed,4,2009-10-15,2009-11-05
977,Remove TempNode,open,0,2009-10-15,N/A
976,option -> directive rename in codebase,closed,5,2009-10-15,2009-11-05
975,char comparison stopped working,closed,5,2009-10-15,2009-10-17
974,bug in cpdef temp allocation,closed,1,2009-10-15,2009-10-15
973,Investigate element.pxd note,open,0,2009-10-15,N/A
972,bug in extended sequence unpacking,closed,6,2009-10-15,2009-10-23
971,Support tuple unpacking in calls to C function,open,1,2009-10-14,N/A
970,Public module C-API is broken under Python 3.2,closed,1,2009-10-14,2009-10-15
969,Some identifier names/string constants can lead to C name redefinition,closed,2,2009-10-14,2009-10-14
968,[with patch] PyInt functions generate warnings under -Wextra,closed,2,2009-10-12,2009-10-24
967,Short-circuit disobeys Python semantics,closed,2,2009-10-12,2009-10-15
