Issue Number,Title,State,Comments,Created At,Closed At
4237,[ENH] Infer PyLong for Python integer operations in Cython 3.1,closed,0,2021-06-17,2023-11-18
4236,tweak 1027db04 for older versions of PyPy,closed,4,2021-06-17,2021-06-17
4235,Annotations declaring C variables are allowed inside loops,open,5,2021-06-17,N/A
4234,[BUG] PyEval_EvalCode() signature changed in PyPy 3.7.4,closed,3,2021-06-17,2022-02-04
4233,"Optimise ""[...] * N"" where N is a non-literal C integer value.",closed,1,2021-06-17,2021-06-17
4232,"Pythonise the docs #4187: ""Extension types (aka. cdef classes)"" (cdef_classes.rst)",closed,12,2021-06-17,2021-07-14
4231,Fixed conversion from DictNode to map,closed,1,2021-06-16,2021-06-17
4230,Docs: limitations of np.ndarray,closed,0,2021-06-16,2021-07-02
4229,[ENH] Expose cython extensions to cpp/c,open,2,2021-06-16,N/A
4228,4 bugs,open,0,2021-06-15,N/A
4227,PEP 526 is not implemented for all cases,closed,19,2021-06-14,2021-06-14
4226,Pythonise the documentation according to #4187: Basic Tutorial (cython_tutorial.rst),closed,36,2021-06-12,2021-06-15
4225,Handle c++ variables using std::optional,closed,1,2021-06-12,2021-06-29
4224,remove unreachable warning in old_build_ext,closed,6,2021-06-12,2021-06-14
4223,[BUG] bytes and bytearray data decoding to str are not compatible,closed,1,2021-06-11,2021-06-11
4222,Use literalinclude with lines instead of copy-pasting parts of code,open,0,2021-06-11,N/A
4221,Default value for class member,open,1,2021-06-10,N/A
4220,Default value for class member using `declare` decorator,open,0,2021-06-10,N/A
4219,Changed test for GH4212,closed,1,2021-06-10,2021-06-11
4218,[BUG] Not compatible with gcc 11,closed,19,2021-06-09,2021-07-13
4217,[BUG] 0.29.22: sphinx warnings,open,1,2021-06-09,N/A
4216,Backport #2811 to fix qualified-name issues,closed,1,2021-06-06,2021-06-09
4215,Fix compiler crash with subscripted list annotations,closed,1,2021-06-06,2021-06-06
4214,[BUG]: annotating argument as list[some_type] raises CompileError,closed,3,2021-06-05,2021-06-09
4213,Fixed optimizations in defined cppclass,closed,1,2021-06-05,2021-06-06
4212,"`s in [1, 2, 3]` syntax not allowed in nogil cppclass method",closed,0,2021-06-04,2021-06-06
4211,remove special handling of Pyston,closed,2,2021-06-03,2021-06-09
4210,change extension for sphinx 1.8+,closed,1,2021-06-03,2021-06-09
4209,[BUG] 0.29.22: build_sphinx setuptools target requires sphinx.ext.pngmath module,closed,4,2021-06-02,2021-06-09
4208,"[BUG] Use PyAPI_Func instead of DL_EXPORT, find a replacement for DL_IMPORT",open,1,2021-06-01,N/A
4207,[BUG] Cython created frame objects have an incorrect value for `f_back`,open,3,2021-06-01,N/A
4206,Avoid c++ coercions picking up user-set directives,closed,5,2021-05-31,2021-07-20
4205,[BUG] Github Actions running on every commit (not just every PR),open,2,2021-05-31,N/A
4204,Fix recursion in binops,closed,0,2021-05-31,2021-07-02
4203,Fix compile error preventing building in MSVC,closed,2,2021-05-30,2021-06-09
4202,[BUG] Build failed on Windows,closed,5,2021-05-30,2021-06-09
4201,[ENH] typing.Union -> fused type?,open,4,2021-05-30,N/A
4200,[BUG] Py_TPFLAGS_HEAPTYPE is set on static PyTypeObject,closed,15,2021-05-28,2021-06-15
4199,Don't let Py-class annotations set a type,closed,1,2021-05-27,2021-06-22
4198,"[BUG] ""Python global or builtin not a Python object"" error when cythonizing a float annotation",closed,1,2021-05-27,2021-06-22
4197,[ENH] Preliminary support for HPy,open,10,2021-05-27,N/A
4196,[BUG] Types are being enforced on non-cdef classes,closed,1,2021-05-27,2021-06-22
4195,DOC: add documentation for total_ordering,closed,3,2021-05-26,2021-05-26
4194,Use distutils in duplicate_utilitycode test,closed,3,2021-05-26,2021-05-26
4193,[BUG] Heap types created by type specs don't handle GC,open,1,2021-05-25,N/A
4192,"Revert ""optimize enumerate with start argument""",closed,0,2021-05-24,2021-05-24
4191,fix move on msvc,closed,4,2021-05-23,2021-05-23
4190,Support cimports in pure Python code.,closed,1,2021-05-23,2021-05-23
4189,[BUG] Declaring unordered_set of PyObject* fails,closed,6,2021-05-22,2021-05-23
4188,[BUG] Even after importing pdx file struct cdef throws 'is not a type identifier',closed,4,2021-05-22,2021-05-23
4187,[ENH] Pythonise the documentation!,open,146,2021-05-21,N/A
4186,Add --skip-interpreter option to cygdb,closed,0,2021-05-21,2021-07-20
4185,[ENH] Add operator= to shared_ptr for assignments to base classes,closed,4,2021-05-21,2021-05-24
4184,[ENH] add support for cross-compiling cython modules using setuptools,closed,1,2021-05-20,2021-05-20
4183,Fix reference counting in cyfunction.is_coroutine,closed,1,2021-05-20,2021-05-21
4182,"""Key Error"" when asyncio.iscouroutinefunction( ) is called more than a fixed number of times on distinct coroutine functions",closed,3,2021-05-20,2021-05-21
4181,"[ENH] CyGDB can't start on OSX due to setup of interpreter, make interpreter setup optional",open,4,2021-05-20,N/A
4180,[BUG] Using const in templated expression,open,4,2021-05-19,N/A
4179,[BUG] Cannot assign to or delete this when compiling a python script.,open,5,2021-05-19,N/A
4178,Refuse to overwrite output files that probably were not created by Cython,closed,0,2021-05-19,2021-05-20
4177,[ENH] Warn /error when overwriting files,closed,1,2021-05-19,2021-05-20
4176,[BUG] CyGDB doesn't seem to work with GDB 10,open,0,2021-05-19,N/A
4175,Fix #4174 CyGDB should refer to the filename coming from line mapping,open,3,2021-05-19,N/A
4174,[BUG] CyGDB doesn't deal properly with .pxi files.,open,1,2021-05-19,N/A
4173,Workaround for missing tstate->use_tracing in Python 3.10,closed,1,2021-05-19,2021-05-19
4172,[BUG] Infinite loop/crash on __add__,closed,4,2021-05-18,2021-07-02
4171,[BUG] Compile errors on iteration in 3.0a6 that didn't exist on 0.29,closed,8,2021-05-18,2021-07-04
4170,cl : Command line warning D9002 : ignoring unknown option '-fopenmp',closed,3,2021-05-18,2021-05-18
4169,[ENH] Optimise integer gt/lt comparisons,open,0,2021-05-18,N/A
4168,"Add a Code of Conduct, and a reporting manual for it",closed,2,2021-05-17,2021-05-18
4167,use setuptools in Cythonize.py,closed,1,2021-05-16,2021-05-16
4166,[BUG] __pyx_convert_vector_from_py_double doesn't account for allocator template argument,open,0,2021-05-15,N/A
4165,Suppress warnings about constant conditional expressions,closed,9,2021-05-15,2021-07-31
4164,Fix move-if-supported for function wrappers,closed,4,2021-05-15,2021-05-15
4163,Untested code in Nodes.py,open,9,2021-05-14,N/A
4162,silence unused warnings in universal way,closed,3,2021-05-14,2021-05-15
4161,Add coverage test job with compiled Cython,closed,0,2021-05-14,2021-05-14
4160,[ENH] Avoid need for C++ default constructors,closed,2,2021-05-14,2021-06-29
4159,[ENH] Python/Cython callable -> std::function,open,0,2021-05-14,N/A
4158,[BUG] cython does not compile with current cpython main,closed,2,2021-05-14,2021-10-24
4157,Add Code Coverage,closed,1,2021-05-14,2021-05-14
4156,Fix type inference on builtin max,closed,1,2021-05-13,2021-05-24
4155,[BUG] compiler error,closed,0,2021-05-12,2021-05-24
4154,Use std::move in c++ during yield context switch.,closed,9,2021-05-11,2021-05-18
4153,[BUG] Cython/Utility/Profile.c use of use_tracing broken by recent Python 3.10 change,closed,6,2021-05-11,2021-05-19
4152,[BUG] TypeError: Shared Cython type generator has the wrong size,closed,2,2021-05-10,2021-05-10
4151,Fix annotations for decorated classes,closed,7,2021-05-10,2021-05-15
4150,"Documentation request:  datetime, timestamps, datetime strings, total milliseconds",closed,2,2021-05-10,2021-05-10
4149,silence unused warning on MSVC,closed,6,2021-05-09,2022-03-24
4148,fix implicit sign conversion warning,closed,0,2021-05-08,2021-05-14
4147,fix variable shadowing,closed,1,2021-05-08,2021-05-14
4146,[BUG] operator evaluation order,open,6,2021-05-07,N/A
4145,[BUG] Can't write a cython module with a function that returns std::string,closed,10,2021-05-07,2021-05-07
4144,Fixes #4143: Can't catch ValueError from float() calls,closed,2,2021-05-05,2021-05-06
4143,Can't catch ValueError from float() calls,closed,4,2021-05-05,2021-05-06
4142,Update docs/src/quickstart/install.rst,closed,3,2021-05-03,2021-07-20
4141,[BUG] Using two different names of class in pxd file does not fail to compile,open,6,2021-05-03,N/A
4140,Enable file tests with the limited API test jobs to see what failures there are,open,2,2021-05-02,N/A
4139,[BUG] Keyword arguments do not work for C++ functions/methods,open,0,2021-04-30,N/A
4138,[BUG] `inspect.iscoroutinefunction` call on `async` method is `False`,closed,2,2021-04-29,2021-04-29
4137,Error when using nogil in cpdef function that has nogil in signature,closed,4,2021-04-26,2021-12-18
4135,"Make ""__Pyx_UnicodeContainsUCS4()"" work for WCHAR unicode strings with Py3.9+.",closed,0,2021-04-24,2021-04-25
4134,Include utilitycode for inline memoryview functions,closed,5,2021-04-24,2021-04-26
4133,Added return value in __Pyx_UnicodeContainsUCS4,closed,6,2021-04-24,2021-04-25
4132,zsh: bus error when running cython module,closed,2,2021-04-21,2021-04-21
4131,Disable failing test_dispatch_external_typedef on Windows,closed,2,2021-04-19,2022-08-11
4130,Disabled embed test from the docs on Py3.4,closed,0,2021-04-19,2021-12-06
4129,[RFC] Enable overloaded extern static methods (GH #1851),closed,2,2021-04-18,2021-05-03
4128,Add missing datetime interfaces,closed,31,2021-04-18,2021-05-02
4127,Execute AlignFunctionDefinitions before MarkClosureTransform.,closed,14,2021-04-17,2021-05-11
4126,Fix platform_adaptation on windows,closed,2,2021-04-17,2021-04-18
4125,Fix windows linking error for unicode modules with a dummy function,closed,5,2021-04-17,2021-04-29
4124,Fixed CReferenceBaseType.__repr__,closed,0,2021-04-17,2021-04-17
4123,[ENH] Test GraalPython,open,7,2021-04-17,N/A
4122,[ENH] Use PEP 652 stable ABI for backwards compatibility of wheels,closed,1,2021-04-17,2021-04-17
4121,Warn when cyfunction.__[kw]defaults__ is changed,closed,1,2021-04-16,2021-12-14
4120,[BUG] Wrapping function pointers generate duplicated definitions,closed,3,2021-04-16,2021-04-16
4119,[BUG] 0.29.23 fails to install on alpine,closed,6,2021-04-15,2021-04-15
4118,Preserve default arguments values on methods for introspection,closed,7,2021-04-14,2021-04-29
4117,Explicit black text colour for line readability in reports,closed,2,2021-04-14,2021-04-14
4116,How should `multiprocessing.freeze_support()` be used?,closed,1,2021-04-14,2021-04-20
4115,[ENH] Type casts in switch optimization,open,3,2021-04-13,N/A
4114,[BUG] Linkage/Hierarchical clustering methods fail on readonly memmapped datasets,closed,1,2021-04-13,2021-04-13
4113,[BUG] CYTHON_LIMITED_API and CHANGES.rst,closed,6,2021-04-13,2021-04-13
4112,Changing uses of 'Py_ISSPACE' to 'Py_UNICODE_ISSPACE' to avoid C++ issues #4111,closed,1,2021-04-13,2021-04-13
4111,[BUG] Link-time issues when Cython output compiled as C++,closed,7,2021-04-12,2021-04-13
4110,[ENH] Report an error when runtests.py found no suitable test,closed,2,2021-04-11,2021-04-11
4109,Code style: Remove unnecessary set() call,closed,2,2021-04-11,2021-04-11
4108,Fix bytearray iteration in 0.29.x,closed,6,2021-04-11,2022-06-21
4107,Allow inheriting from cimported multiply inherited class.,closed,10,2021-04-10,2021-04-15
4106,[BUG] Multiple-inheritance classes cannot be cimported and extended.,closed,1,2021-04-10,2021-04-15
4105,[BUG] List comprehension overwrites already defined local variable,closed,1,2021-04-09,2021-04-09
4104,Only #define PY_SSIZE_T_CLEAN if it is not already #defined,closed,0,2021-04-08,2021-04-08
4103,Fix optimised_pow2_inplace() on Python 3.10,closed,4,2021-04-07,2021-04-12
4102,Fix optimised_pow2_inplace() on Python 3.10,closed,2,2021-04-07,2021-04-07
4101,Fix test_formatting_with_enum() on Python 3.10,closed,4,2021-04-07,2021-04-14
4100,[BUG] More Python 3.10 test failures,closed,7,2021-04-07,2021-04-14
4099,Bug 4096 (Using CFLAGS for compiler defines),closed,4,2021-04-07,2021-04-12
4098,WIP: Share the same object constant frozen-sets ,open,25,2021-04-07,N/A
4097,[ENH]  Setup static code analysis,open,3,2021-04-06,N/A
4096,[BUG] Using CFLAGS for compiler defines,closed,2,2021-04-06,2021-04-14
4095,Disable GC-sensitive test on PyPy,closed,5,2021-04-05,2021-04-14
4094,Fix behaviour of __class__ special variable,closed,8,2021-04-05,2024-04-07
4093,[BUG] len on compile-time defined string inside nogil function not allowed,open,0,2021-04-05,N/A
4092,[BUG] @cython.cfunc is applied to inner functions too,closed,2,2021-04-05,2022-02-10
4091,fix dict unpacking not for arg don't return a copy.,closed,12,2021-04-05,2021-04-13
4090,Document some additional C++ auto-conversions,closed,2,2021-04-05,2021-04-05
4089,[BUG] Pure-python mode fails at handling list type,closed,7,2021-04-04,2021-04-04
4088,Complete declarations for CPython’s Context Variables API,closed,1,2021-04-04,2021-04-27
4087,allow defaults for cpdef functions,closed,6,2021-04-04,2021-04-18
4086,PyMem_(Raw)Calloc in CPython.mem,closed,1,2021-04-04,2021-12-06
4085,Fix type of self argument in cdef staticmethod declared in a pxd file,closed,2,2021-04-04,2021-07-26
4084,Optimise float parsing from Unicode strings with non-ASCII spaces,closed,2,2021-04-03,2021-04-05
4083,String constant folding (with test),closed,2,2021-04-02,2021-04-12
4082,[BUG] dict has been shared when unpacking it in lambda for default dict,closed,1,2021-04-02,2021-04-02
4081,Reduce memory allocations in C++ to PyList Conversions,closed,6,2021-04-01,2021-05-10
4080,Error message on invalid argument count to range,closed,1,2021-04-01,2021-12-31
4079,Catch more exceptions from C++ standard containers,closed,7,2021-04-01,2021-04-26
4078,[BUG] Ineffective vector item assignment,open,3,2021-04-01,N/A
4077,optimize enumerate with start argument,closed,3,2021-03-31,2021-04-30
4076,Error message on invalid argument count to range,closed,2,2021-03-31,2021-04-01
4075,[BUG]  range produces broken code for negative indexes,open,1,2021-03-31,N/A
4074,improve type inference for enumerate,closed,10,2021-03-31,2021-05-01
4073,when release the version of 3.0.0 alpha 7 ?,closed,1,2021-03-30,2021-03-31
4072,[ENH]  add support for C++ vectors to enumerate,open,4,2021-03-30,N/A
4071,[BUG] Infer types inside prange,open,0,2021-03-30,N/A
4070,[BUG] AttributeError: 'PyObjectType' object has no attribute 'exception_value',open,1,2021-03-30,N/A
4069,[BUG] segmentation fault on module import,closed,19,2021-03-29,2021-03-29
4068,ImportError: No module named Cython.Build,closed,0,2021-03-29,2021-03-29
4067,docs: use https links,closed,1,2021-03-29,2021-03-29
4066,[BUG] Cython dosen't support Assignment Expressions,closed,1,2021-03-29,2021-03-29
4065,[BUG] Wrong variable name resolution in comprehensions,closed,1,2021-03-27,2021-03-27
4064,skip debugger libcython tests on pypy,closed,2,2021-03-24,2021-03-25
4063,Allow cythonize to recompile .py file when .pxd file has changed ,closed,14,2021-03-23,2021-06-28
4062,"Cython - defining functions with dictionaries, other dataframes and dates series as arguments",closed,1,2021-03-23,2021-03-23
4061,Default arguments in methods are not preserved for introspection,closed,12,2021-03-23,2021-04-29
4060,"DOC: make some github issues into links, doc fixes",closed,3,2021-03-23,2021-04-02
4059,always return int from __Pyx_PyUnicode_KIND,closed,1,2021-03-21,2021-03-21
4058,suppress unused param warning on MSVC,closed,10,2021-03-21,2021-05-24
4057,[BUG] unused variable warnings on MSVC,closed,7,2021-03-20,2022-09-12
4056,fix variable shadowing,closed,1,2021-03-20,2021-03-21
4055,PyImport_GetModule unsupported in PyPy,closed,2,2021-03-20,2021-03-21
4054,fix type conversions in vectorcallfunc,closed,0,2021-03-19,2021-03-30
4053,Fix compiler warning on xcode,closed,0,2021-03-19,2021-03-21
4052,[BUG] Compiing with cython compiles some completely random script and not the one i told it to.,closed,6,2021-03-18,2021-03-18
4051,Fixed CyFunction __self__ attribute,closed,2,2021-03-18,2021-03-30
